run_id,seed,mode,guesser_model,secret_model,num_games,num_wins,judge_win_count,num_verified_wins,num_high_confidence,num_medium_confidence,num_leaked,num_false_correct,avg_win_score,avg_efficiency_score,avg_secret_reliability_score,avg_semantic_relevance_score,avg_canonical_coverage_score,avg_information_gain_score,avg_llm_judge_strategy,avg_llm_judge_question_quality,avg_llm_judge_logical_consistency,avg_llm_judge_secret_accuracy,avg_llm_judge_guesser_format,avg_layer3_score,judge_layer1_agreement,avg_hints_used,avg_web_searches_used,avg_tool_calls_used,avg_best_guess_sim,avg_secret_keeper_accuracy,verified_layer1_agreement,avg_diversity,energy_kwh,energy_per_game_wh,co2_g,co2_per_game_g,adjusted_co2_per_game_g
slurm-batch7209-seed1-7451,1,tool,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.1-8B-Instruct,100,7,7,6,6,0,0,0,0.07,0.035,0.993,0.57,0.398,0.323,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.66,0.52,1.18,0.114,1.0,0.99,0.2301,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7209-seed2-7467,2,tool,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.1-8B-Instruct,100,4,4,2,2,0,0,0,0.04,0.013,0.992,0.569,0.418,0.325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.93,0.82,1.75,0.103,1.0,0.98,0.2434,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7209-seed3-7486,3,tool,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.1-8B-Instruct,100,6,6,4,4,0,0,2,0.06,0.032,0.996,0.566,0.405,0.313,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.59,0.53,1.12,0.095,1.0,0.98,0.2278,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7209-seed4-7505,4,tool,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.1-8B-Instruct,100,16,16,14,14,0,0,1,0.16,0.066,0.998,0.571,0.449,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.39,1.22,2.61,0.194,0.998,0.98,0.2426,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7209-seed5-7520,5,tool,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.1-8B-Instruct,100,12,12,9,9,0,0,2,0.12,0.056,0.998,0.566,0.442,0.333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96,0.84,1.8,0.159,1.0,0.97,0.244,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7207-seed1-7217,1,tool,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,100,14,14,0,0,0,0,11,0.14,0.06,0.993,0.563,0.382,0.517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.46,0.44,0.9,0.045,1.0,0.86,0.2282,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7207-seed2-7231,2,tool,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,100,20,20,3,3,0,0,11,0.2,0.067,0.985,0.563,0.393,0.535,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.51,0.54,1.05,0.099,1.0,0.83,0.2421,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7207-seed3-7241,3,tool,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,100,24,24,2,2,0,0,14,0.24,0.083,0.99,0.568,0.393,0.49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.53,0.48,1.01,0.084,0.999,0.78,0.2328,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7207-seed4-7262,4,tool,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,100,26,26,1,1,0,0,15,0.26,0.106,0.983,0.565,0.396,0.526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.72,1.57,0.091,1.0,0.75,0.2245,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7207-seed5-7290,5,tool,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,100,28,28,2,2,0,0,18,0.28,0.104,0.995,0.567,0.425,0.521,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.82,0.68,1.5,0.105,1.0,0.74,0.2335,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7208-seed1-7308,1,tool,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-3B-Instruct,100,23,23,1,1,0,0,16,0.23,0.114,0.998,0.563,0.449,0.468,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.57,0.49,1.06,0.068,0.999,0.78,0.2416,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7208-seed2-7321,2,tool,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-3B-Instruct,100,15,15,3,2,1,0,7,0.15,0.073,0.997,0.564,0.472,0.489,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49,0.43,0.92,0.075,1.0,0.88,0.2632,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7208-seed3-7335,3,tool,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-3B-Instruct,100,17,17,3,3,0,0,8,0.17,0.077,0.995,0.563,0.41,0.452,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.63,0.53,1.16,0.079,1.0,0.86,0.236,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7208-seed4-7395,4,tool,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-3B-Instruct,100,17,17,3,2,1,0,8,0.17,0.078,0.997,0.565,0.43,0.439,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47,0.28,0.75,0.076,1.0,0.86,0.2412,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7208-seed5-7440,5,tool,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-3B-Instruct,100,15,15,2,2,0,0,10,0.15,0.069,0.994,0.567,0.425,0.469,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42,0.32,0.74,0.064,1.0,0.87,0.246,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7212-seed1-7724,1,tool,meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-3.1-8B-Instruct,100,16,16,5,4,1,0,8,0.16,0.03,1.0,0.577,0.549,0.507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.05,0.1,0.274,1.0,0.89,0.2468,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7212-seed2-7733,2,tool,meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-3.1-8B-Instruct,100,16,16,6,5,1,0,8,0.16,0.035,1.0,0.574,0.564,0.527,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.02,0.05,0.298,1.0,0.9,0.2426,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7212-seed3-7744,3,tool,meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-3.1-8B-Instruct,100,12,12,4,4,0,0,7,0.12,0.025,1.0,0.574,0.568,0.53,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.05,0.27,1.0,0.92,0.2482,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7212-seed4-7752,4,tool,meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-3.1-8B-Instruct,100,11,11,5,5,0,0,5,0.11,0.023,1.0,0.578,0.558,0.518,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.02,0.03,0.291,1.0,0.94,0.2483,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7212-seed5-7764,5,tool,meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-3.1-8B-Instruct,100,22,22,7,6,1,0,9,0.22,0.041,1.0,0.575,0.561,0.529,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.01,0.04,0.321,1.0,0.85,0.2481,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7210-seed1-7536,1,tool,meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-3.2-1B-Instruct,100,91,91,1,1,0,0,74,0.91,0.285,1.0,0.56,0.632,0.527,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.232,1.0,0.1,0.2533,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7210-seed2-7583,2,tool,meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-3.2-1B-Instruct,100,92,92,1,1,0,0,77,0.92,0.297,1.0,0.562,0.602,0.541,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.245,1.0,0.09,0.2378,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7210-seed3-7598,3,tool,meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-3.2-1B-Instruct,100,93,93,0,0,0,0,74,0.93,0.295,0.999,0.559,0.598,0.525,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.235,1.0,0.07,0.2281,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7210-seed4-7611,4,tool,meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-3.2-1B-Instruct,100,90,90,0,0,0,0,69,0.9,0.292,1.0,0.559,0.59,0.547,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.233,1.0,0.1,0.2361,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7210-seed5-7630,5,tool,meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-3.2-1B-Instruct,100,93,93,0,0,0,0,71,0.93,0.295,1.0,0.557,0.624,0.527,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.227,1.0,0.07,0.2548,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7211-seed1-7649,1,tool,meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-3.2-3B-Instruct,100,67,67,0,0,0,0,52,0.67,0.187,1.0,0.561,0.557,0.565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02,0.02,0.223,1.0,0.33,0.2427,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7211-seed2-7665,2,tool,meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-3.2-3B-Instruct,100,59,59,0,0,0,0,47,0.59,0.141,1.0,0.566,0.536,0.545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03,0.03,0.204,1.0,0.41,0.2482,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7211-seed3-7681,3,tool,meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-3.2-3B-Instruct,100,58,58,0,0,0,0,42,0.58,0.152,1.0,0.565,0.56,0.549,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.02,0.04,0.201,1.0,0.42,0.2569,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7211-seed4-7704,4,tool,meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-3.2-3B-Instruct,100,71,71,2,1,1,0,54,0.71,0.184,1.0,0.564,0.552,0.584,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.212,1.0,0.31,0.2458,0.104228252723,1.042283,46.38157246112,0.463816,
slurm-batch7211-seed5-7713,5,tool,meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-3.2-3B-Instruct,100,67,67,0,0,0,0,54,0.67,0.187,0.999,0.563,0.552,0.59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.01,0.208,1.0,0.33,0.255,0.104228252723,1.042283,46.38157246112,0.463816,
