run_id,seed,mode,guesser_model,secret_model,num_games,num_wins,judge_win_count,num_verified_wins,num_high_confidence,num_medium_confidence,num_leaked,num_false_correct,avg_win_score,avg_efficiency_score,avg_secret_reliability_score,avg_semantic_relevance_score,avg_canonical_coverage_score,avg_information_gain_score,avg_llm_judge_strategy,avg_llm_judge_question_quality,avg_llm_judge_logical_consistency,avg_llm_judge_secret_accuracy,avg_llm_judge_guesser_format,avg_layer3_score,judge_layer1_agreement,avg_hints_used,avg_web_searches_used,avg_tool_calls_used,avg_best_guess_sim,avg_secret_keeper_accuracy,verified_layer1_agreement,avg_diversity,energy_kwh,energy_per_game_wh,co2_g,co2_per_game_g,adjusted_co2_per_game_g
slurm-batch3933-seed9-4139,9,tool,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen3.5-4B-Base,9,1,1,1,1,0,0,0,0.111,0.094,1.0,0.62,0.555,0.285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.333,1.333,4.667,0.397,1.0,1.0,0.2562,0.0,,0.0,,
slurm-batch3938-seed1-4287,1,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,9,8,8,0,0,0,0,5,0.889,0.533,1.0,0.628,0.67,0.318,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.444,0.111,1.556,0.414,1.0,0.111,0.2096,0.0,,0.0,,
slurm-batch3938-seed10-4314,10,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,9,8,8,0,0,0,0,4,0.889,0.617,1.0,0.61,0.776,0.342,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.444,0.0,1.444,0.304,1.0,0.111,0.2571,0.0,,0.0,,
slurm-batch3938-seed2-4288,2,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,9,7,7,3,2,1,0,2,0.778,0.506,1.0,0.629,0.655,0.374,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.778,0.0,1.778,0.527,1.0,0.556,0.2441,0.0,,0.0,,
slurm-batch3938-seed3-4295,3,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,9,9,9,1,1,0,0,5,1.0,0.733,1.0,0.616,0.768,0.405,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.222,0.0,1.222,0.387,1.0,0.111,0.2275,0.0,,0.0,,
slurm-batch3938-seed4-4296,4,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,9,9,9,0,0,0,0,7,1.0,0.722,1.0,0.612,0.745,0.415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.333,0.111,1.444,0.254,1.0,0.0,0.2454,0.0,,0.0,,
slurm-batch3938-seed5-4298,5,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,9,6,6,1,1,0,0,4,0.667,0.5,1.0,0.611,0.678,0.342,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.556,0.0,1.556,0.329,1.0,0.444,0.2223,0.0,,0.0,,
slurm-batch3938-seed6-4299,6,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,9,7,7,0,0,0,0,5,0.778,0.544,1.0,0.622,0.674,0.349,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.778,0.0,0.778,0.227,1.0,0.222,0.2115,0.0,,0.0,,
slurm-batch3938-seed7-4308,7,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,9,7,7,1,1,0,0,3,0.778,0.589,1.0,0.608,0.754,0.283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.334,1.0,0.333,0.2123,0.0,,0.0,,
slurm-batch3938-seed8-4309,8,tool,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,9,7,7,1,0,1,0,4,0.778,0.55,1.0,0.638,0.713,0.34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.111,0.0,1.111,0.371,1.0,0.333,0.2465,0.0,,0.0,,
